Date,Team,TMValue
2019-12-01,CF Estrela Amadora SAD,6.13
2019-12-01,SC Covilhã,4.73
2019-12-01,UD Oliveirense,3.93
2019-11-15,SL Benfica,320.0
2019-11-15,FC Porto,262.4
2019-11-15,Sporting CP,182.5
2019-11-15,SC Braga,101.75
2019-11-15,FC Famalicão,25.3
2019-11-15,Vitória Guimarães SC,54.85
2019-11-15,Gil Vicente FC,11.3
2019-11-15,FC Paços de Ferreira,10.98
2019-11-15,GD Estoril Praia,8.78
2019-11-15,CD Santa Clara,16.2
2019-11-15,Boavista FC,16.98
2019-11-15,Portimonense SC,26.9
2019-11-15,Rio Ave FC,21.5
2019-11-15,CS Marítimo,14.6
2019-11-15,FC Vizela,14.6
2019-11-15,Casa Pia AC,1.48
2019-11-15,FC Arouca,2.58
2019-11-15,GD Chaves,8.73
2019-11-15,SL Benfica B,7.98
2019-11-15,FC Porto B,8.93
2019-11-15,Moreirense FC,13.55
2019-11-15,Académico Viseu FC,4.75
2019-11-15,SC Farense,5.7
2019-11-15,CD Tondela,13.75
2019-11-15,CD Mafra,3.73
2019-11-15,UD Vilafranquense,1.75
2019-11-15,B SAD,15.0
2019-11-15,FC Penafiel,6.53
2019-11-15,SC União Torreense,6.53
2019-11-15,CD Nacional,9.18
2019-11-15,CD Trofense,9.18
2019-11-15,CD Feirense,7.28
2019-11-15,Leixões SC,6.13
2019-11-15,CF Estrela Amadora SAD,6.13
2019-11-15,SC Covilhã,4.73
2019-11-15,UD Oliveirense,4.05
2019-11-01,SL Benfica,320.0
2019-11-01,FC Porto,262.4
2019-11-01,Sporting CP,182.5
2019-11-01,SC Braga,101.75
2019-11-01,FC Famalicão,25.3
2019-11-01,Vitória Guimarães SC,54.85
2019-11-01,Gil Vicente FC,11.3
2019-11-01,FC Paços de Ferreira,10.98
2019-11-01,GD Estoril Praia,8.78
2019-11-01,CD Santa Clara,16.2
2019-11-01,Boavista FC,16.98
2019-11-01,Portimonense SC,26.9
2019-11-01,Rio Ave FC,21.5
2019-11-01,CS Marítimo,14.6
2019-11-01,FC Vizela,14.6
2019-11-01,Casa Pia AC,1.48
2019-11-01,FC Arouca,2.58
2019-11-01,GD Chaves,8.73
2019-11-01,SL Benfica B,7.98
2019-11-01,FC Porto B,8.93
2019-11-01,Moreirense FC,13.55
2019-11-01,Académico Viseu FC,4.75
2019-11-01,SC Farense,5.7
2019-11-01,CD Tondela,13.75
2019-11-01,CD Mafra,3.73
2019-11-01,UD Vilafranquense,1.75
2019-11-01,B SAD,15.0
2019-11-01,FC Penafiel,6.53
2019-11-01,SC União Torreense,6.53
2019-11-01,CD Nacional,9.18
2019-11-01,CD Trofense,9.18
2019-11-01,CD Feirense,7.28
2019-11-01,Leixões SC,6.13
2019-11-01,CF Estrela Amadora SAD,6.13
2019-11-01,SC Covilhã,4.73
2019-11-01,UD Oliveirense,4.05
2019-10-15,SL Benfica,320.0
2019-10-15,FC Porto,262.4
2019-10-15,Sporting CP,182.5
2019-10-15,SC Braga,101.75
2019-10-15,FC Famalicão,25.3
2019-10-15,Vitória Guimarães SC,55.05
2019-10-15,Gil Vicente FC,11.3
2019-10-15,FC Paços de Ferreira,10.98
2019-10-15,GD Estoril Praia,8.78
2019-10-15,CD Santa Clara,16.2
2019-10-15,Boavista FC,16.48
2019-10-15,Portimonense SC,26.9
2019-10-15,Rio Ave FC,21.5
2019-10-15,CS Marítimo,14.6
2019-10-15,FC Vizela,14.6
2019-10-15,Casa Pia AC,1.48
2019-10-15,FC Arouca,2.58
2019-10-15,GD Chaves,8.73
2019-10-15,SL Benfica B,7.98
2019-10-15,FC Porto B,8.13
2019-10-15,Moreirense FC,13.35
2019-10-15,Académico Viseu FC,4.75
2019-10-15,SC Farense,5.7
2019-10-15,CD Tondela,13.75
2019-10-15,CD Mafra,3.73
2019-10-15,UD Vilafranquense,1.75
2019-10-15,B SAD,15.0
2019-10-15,FC Penafiel,6.53
2019-10-15,SC União Torreense,6.53
2019-10-15,CD Nacional,9.38
2019-10-15,CD Trofense,9.38
2019-10-15,CD Feirense,7.28
2019-10-15,Leixões SC,6.13
2019-10-15,CF Estrela Amadora SAD,6.13
2019-10-15,SC Covilhã,4.73
2019-10-15,UD Oliveirense,4.05
2019-10-01,SL Benfica,310.7
2019-10-01,FC Porto,250.7
2019-10-01,Sporting CP,184.9
2019-10-01,SC Braga,101.75
2019-10-01,FC Famalicão,20.7
2019-10-01,Vitória Guimarães SC,52.45
2019-10-01,Gil Vicente FC,8.75
2019-10-01,FC Paços de Ferreira,10.95
2019-10-01,GD Estoril Praia,8.78
2019-10-01,CD Santa Clara,15.13
2019-10-01,Boavista FC,16.73
2019-10-01,Portimonense SC,25.6
2019-10-01,Rio Ave FC,21.05
2019-10-01,CS Marítimo,14.75
2019-10-01,FC Vizela,14.75
2019-10-01,Casa Pia AC,1.48
2019-10-01,FC Arouca,2.58
2019-10-01,GD Chaves,8.73
2019-10-01,SL Benfica B,7.98
2019-10-01,FC Porto B,8.13
2019-10-01,Moreirense FC,12.45
2019-10-01,Académico Viseu FC,4.75
2019-10-01,SC Farense,5.7
2019-10-01,CD Tondela,12.48
2019-10-01,CD Mafra,3.73
2019-10-01,UD Vilafranquense,2.2
2019-10-01,B SAD,11.35
2019-10-01,FC Penafiel,6.53
2019-10-01,SC União Torreense,6.53
2019-10-01,CD Nacional,9.38
2019-10-01,CD Trofense,9.38
2019-10-01,CD Feirense,7.28
2019-10-01,Leixões SC,6.13
2019-10-01,CF Estrela Amadora SAD,6.13
2019-10-01,SC Covilhã,4.73
2019-10-01,UD Oliveirense,3.75
2019-09-15,SL Benfica,310.7
2019-09-15,FC Porto,250.7
2019-09-15,Sporting CP,185.98
2019-09-15,SC Braga,101.75
2019-09-15,FC Famalicão,20.7
2019-09-15,Vitória Guimarães SC,52.45
2019-09-15,Gil Vicente FC,8.75
2019-09-15,FC Paços de Ferreira,10.95
2019-09-15,GD Estoril Praia,8.03
2019-09-15,CD Santa Clara,15.13
2019-09-15,Boavista FC,16.73
2019-09-15,Portimonense SC,26.63
2019-09-15,Rio Ave FC,21.35
2019-09-15,CS Marítimo,15.2
2019-09-15,FC Vizela,15.2
2019-09-15,Casa Pia AC,1.48
2019-09-15,FC Arouca,2.58
2019-09-15,GD Chaves,8.73
2019-09-15,SL Benfica B,7.98
2019-09-15,FC Porto B,8.13
2019-09-15,Moreirense FC,12.45
2019-09-15,Académico Viseu FC,4.75
2019-09-15,SC Farense,5.7
2019-09-15,CD Tondela,12.48
2019-09-15,CD Mafra,3.73
2019-09-15,UD Vilafranquense,2.13
2019-09-15,B SAD,12.2
2019-09-15,FC Penafiel,6.45
2019-09-15,SC União Torreense,6.45
2019-09-15,CD Nacional,9.38
2019-09-15,CD Trofense,9.38
2019-09-15,CD Feirense,7.28
2019-09-15,Leixões SC,6.13
2019-09-15,CF Estrela Amadora SAD,6.13
2019-09-15,SC Covilhã,4.73
2019-09-15,UD Oliveirense,3.75
2019-09-01,SL Benfica,310.7
2019-09-01,FC Porto,257.7
2019-09-01,Sporting CP,183.88
2019-09-01,SC Braga,92.25
2019-09-01,FC Famalicão,18.35
2019-09-01,Vitória Guimarães SC,52.1
2019-09-01,Gil Vicente FC,8.75
2019-09-01,FC Paços de Ferreira,10.18
2019-09-01,GD Estoril Praia,7.53
2019-09-01,CD Santa Clara,15.63
2019-09-01,Boavista FC,16.8
2019-09-01,Portimonense SC,25.3
2019-09-01,Rio Ave FC,20.1
2019-09-01,CS Marítimo,15.6
2019-09-01,FC Vizela,15.6
2019-09-01,Casa Pia AC,1.48
2019-09-01,FC Arouca,3.25
2019-09-01,GD Chaves,8.15
2019-09-01,SL Benfica B,7.85
2019-09-01,FC Porto B,4.63
2019-09-01,Moreirense FC,12.8
2019-09-01,Académico Viseu FC,4.68
2019-09-01,SC Farense,5.7
2019-09-01,CD Tondela,12.68
2019-09-01,CD Mafra,3.35
2019-09-01,UD Vilafranquense,1.88
2019-09-01,B SAD,11.55
2019-09-01,FC Penafiel,6.18
2019-09-01,SC União Torreense,6.18
2019-09-01,CD Nacional,9.18
2019-09-01,CD Trofense,9.18
2019-09-01,CD Feirense,8.18
2019-09-01,Leixões SC,5.83
2019-09-01,CF Estrela Amadora SAD,5.83
2019-09-01,SC Covilhã,4.68
2019-09-01,UD Oliveirense,3.75
2019-08-15,SL Benfica,312.7
2019-08-15,FC Porto,262.75
2019-08-15,Sporting CP,205.88
2019-08-15,SC Braga,92.75
2019-08-15,FC Famalicão,18.35
2019-08-15,Vitória Guimarães SC,44.93
2019-08-15,Gil Vicente FC,7.65
2019-08-15,FC Paços de Ferreira,10.33
2019-08-15,GD Estoril Praia,8.15
2019-08-15,CD Santa Clara,15.7
2019-08-15,Boavista FC,15.75
2019-08-15,Portimonense SC,24.23
2019-08-15,Rio Ave FC,19.85
2019-08-15,CS Marítimo,16.25
2019-08-15,FC Vizela,16.25
2019-08-15,Casa Pia AC,1.28
2019-08-15,FC Arouca,3.95
2019-08-15,GD Chaves,7.65
2019-08-15,SL Benfica B,8.0
2019-08-15,FC Porto B,4.83
2019-08-15,Moreirense FC,11.05
2019-08-15,Académico Viseu FC,4.25
2019-08-15,SC Farense,5.7
2019-08-15,CD Tondela,11.98
2019-08-15,CD Mafra,3.28
2019-08-15,UD Vilafranquense,1.08
2019-08-15,B SAD,11.83
2019-08-15,FC Penafiel,5.75
2019-08-15,SC União Torreense,5.75
2019-08-15,CD Nacional,9.35
2019-08-15,CD Trofense,9.35
2019-08-15,CD Feirense,6.98
2019-08-15,Leixões SC,6.13
2019-08-15,CF Estrela Amadora SAD,6.13
2019-08-15,SC Covilhã,4.68
2019-08-15,UD Oliveirense,3.53
2019-08-01,SL Benfica,314.7
2019-08-01,FC Porto,256.75
2019-08-01,Sporting CP,215.83
2019-08-01,SC Braga,92.55
2019-08-01,FC Famalicão,14.15
2019-08-01,Vitória Guimarães SC,43.68
2019-08-01,Gil Vicente FC,5.55
2019-08-01,FC Paços de Ferreira,10.2
2019-08-01,GD Estoril Praia,7.18
2019-08-01,CD Santa Clara,15.35
2019-08-01,Boavista FC,17.65
2019-08-01,Portimonense SC,19.15
2019-08-01,Rio Ave FC,17.85
2019-08-01,CS Marítimo,15.65
2019-08-01,FC Vizela,15.65
2019-08-01,Casa Pia AC,15.65
2019-08-01,FC Arouca,4.05
2019-08-01,GD Chaves,8.85
2019-08-01,SL Benfica B,9.9
2019-08-01,FC Porto B,6.63
2019-08-01,Moreirense FC,11.05
2019-08-01,Académico Viseu FC,4.35
2019-08-01,SC Farense,5.35
2019-08-01,CD Tondela,11.05
2019-08-01,CD Mafra,3.28
2019-08-01,UD Vilafranquense,1.08
2019-08-01,B SAD,11.2
2019-08-01,FC Penafiel,5.83
2019-08-01,SC União Torreense,5.83
2019-08-01,CD Nacional,9.35
2019-08-01,CD Trofense,9.35
2019-08-01,CD Feirense,7.13
2019-08-01,Leixões SC,5.95
2019-08-01,CF Estrela Amadora SAD,5.95
2019-08-01,SC Covilhã,4.68
2019-08-01,UD Oliveirense,3.4
2019-07-15,SL Benfica,325.7
2019-07-15,FC Porto,280.2
2019-07-15,Sporting CP,222.68
2019-07-15,SC Braga,91.4
2019-07-15,FC Famalicão,11.6
2019-07-15,Vitória Guimarães SC,42.38
2019-07-15,Gil Vicente FC,5.2
2019-07-15,FC Paços de Ferreira,9.15
2019-07-15,GD Estoril Praia,7.68
2019-07-15,CD Santa Clara,14.75
2019-07-15,Boavista FC,15.73
2019-07-15,Portimonense SC,19.6
2019-07-15,Rio Ave FC,15.0
2019-07-15,CS Marítimo,14.9
2019-07-15,FC Vizela,14.9
2019-07-15,Casa Pia AC,14.9
2019-07-15,FC Arouca,4.3
2019-07-15,GD Chaves,8.85
2019-07-15,SL Benfica B,14.15
2019-07-15,FC Porto B,17.23
2019-07-15,Moreirense FC,9.1
2019-07-15,Académico Viseu FC,4.63
2019-07-15,SC Farense,4.25
2019-07-15,CD Tondela,9.1
2019-07-15,CD Mafra,2.98
2019-07-15,UD Vilafranquense,2.98
2019-07-15,B SAD,10.7
2019-07-15,FC Penafiel,5.15
2019-07-15,SC União Torreense,5.15
2019-07-15,CD Nacional,10.03
2019-07-15,CD Trofense,10.03
2019-07-15,CD Feirense,7.53
2019-07-15,Leixões SC,6.0
2019-07-15,CF Estrela Amadora SAD,6.0
2019-07-15,SC Covilhã,4.83
2019-07-15,UD Oliveirense,4.43
2019-07-01,SL Benfica,382.0
2019-07-01,FC Porto,284.6
2019-07-01,Sporting CP,222.23
2019-07-01,SC Braga,104.45
2019-07-01,FC Famalicão,8.23
2019-07-01,Vitória Guimarães SC,43.3
2019-07-01,Gil Vicente FC,3.35
2019-07-01,FC Paços de Ferreira,8.58
2019-07-01,GD Estoril Praia,8.15
2019-07-01,CD Santa Clara,14.28
2019-07-01,Boavista FC,14.6
2019-07-01,Portimonense SC,18.75
2019-07-01,Rio Ave FC,17.25
2019-07-01,CS Marítimo,15.8
2019-07-01,FC Vizela,15.8
2019-07-01,Casa Pia AC,15.8
2019-07-01,FC Arouca,5.13
2019-07-01,GD Chaves,8.15
2019-07-01,SL Benfica B,27.7
2019-07-01,FC Porto B,27.23
2019-07-01,Moreirense FC,15.45
2019-07-01,Académico Viseu FC,4.58
2019-07-01,SC Farense,4.88
2019-07-01,CD Tondela,9.9
2019-07-01,CD Mafra,2.48
2019-07-01,UD Vilafranquense,2.48
2019-07-01,B SAD,12.1
2019-07-01,FC Penafiel,4.7
2019-07-01,SC União Torreense,4.7
2019-07-01,CD Nacional,9.98
2019-07-01,CD Trofense,9.98
2019-07-01,CD Feirense,10.33
2019-07-01,Leixões SC,6.3
2019-07-01,CF Estrela Amadora SAD,6.3
2019-07-01,SC Covilhã,4.53
2019-07-01,UD Oliveirense,5.18
2019-06-15,SL Benfica,365.5
2019-06-15,FC Porto,327.3
2019-06-15,Sporting CP,187.9
2019-06-15,SC Braga,97.05
2019-06-15,FC Famalicão,6.58
2019-06-15,Vitória Guimarães SC,44.35
2019-06-15,Gil Vicente FC,44.35
2019-06-15,FC Paços de Ferreira,8.85
2019-06-15,GD Estoril Praia,8.38
2019-06-15,CD Santa Clara,16.58
2019-06-15,Boavista FC,15.0
2019-06-15,Portimonense SC,22.5
2019-06-15,Rio Ave FC,24.1
2019-06-15,CS Marítimo,16.05
2019-06-15,FC Vizela,16.05
2019-06-15,Casa Pia AC,16.05
2019-06-15,FC Arouca,5.93
2019-06-15,GD Chaves,15.2
2019-06-15,SL Benfica B,21.93
2019-06-15,FC Porto B,22.33
2019-06-15,Moreirense FC,20.4
2019-06-15,Académico Viseu FC,4.5
2019-06-15,SC Farense,4.1
2019-06-15,CD Tondela,14.53
2019-06-15,CD Mafra,4.35
2019-06-15,UD Vilafranquense,4.35
2019-06-15,B SAD,15.5
2019-06-15,FC Penafiel,5.2
2019-06-15,SC União Torreense,5.2
2019-06-15,CD Nacional,11.13
2019-06-15,CD Trofense,11.13
2019-06-15,CD Feirense,11.15
2019-06-15,Leixões SC,5.05
2019-06-15,CF Estrela Amadora SAD,5.05
2019-06-15,SC Covilhã,4.6
2019-06-15,UD Oliveirense,4.6
2019-06-01,SL Benfica,319.0
2019-06-01,FC Porto,321.3
2019-06-01,Sporting CP,161.9
2019-06-01,SC Braga,94.05
2019-06-01,FC Famalicão,6.58
2019-06-01,Vitória Guimarães SC,36.15
2019-06-01,Gil Vicente FC,36.15
2019-06-01,FC Paços de Ferreira,8.85
2019-06-01,GD Estoril Praia,8.38
2019-06-01,CD Santa Clara,13.63
2019-06-01,Boavista FC,15.35
2019-06-01,Portimonense SC,20.5
2019-06-01,Rio Ave FC,23.6
2019-06-01,CS Marítimo,16.6
2019-06-01,FC Vizela,16.6
2019-06-01,Casa Pia AC,16.6
2019-06-01,FC Arouca,5.93
2019-06-01,GD Chaves,17.55
2019-06-01,SL Benfica B,19.93
2019-06-01,FC Porto B,21.33
2019-06-01,Moreirense FC,14.7
2019-06-01,Académico Viseu FC,4.5
2019-06-01,SC Farense,4.1
2019-06-01,CD Tondela,13.68
2019-06-01,CD Mafra,4.35
2019-06-01,UD Vilafranquense,4.35
2019-06-01,B SAD,13.55
2019-06-01,FC Penafiel,5.2
2019-06-01,SC União Torreense,5.2
2019-06-01,CD Nacional,12.55
2019-06-01,CD Trofense,12.55
2019-06-01,CD Feirense,12.7
2019-06-01,Leixões SC,5.05
2019-06-01,CF Estrela Amadora SAD,5.05
2019-06-01,SC Covilhã,4.6
2019-06-01,UD Oliveirense,4.6
2019-05-15,SL Benfica,319.0
2019-05-15,FC Porto,321.3
2019-05-15,Sporting CP,161.9
2019-05-15,SC Braga,94.05
2019-05-15,FC Famalicão,6.58
2019-05-15,Vitória Guimarães SC,36.15
2019-05-15,Gil Vicente FC,36.15
2019-05-15,FC Paços de Ferreira,8.85
2019-05-15,GD Estoril Praia,8.38
2019-05-15,CD Santa Clara,13.63
2019-05-15,Boavista FC,15.95
2019-05-15,Portimonense SC,20.5
2019-05-15,Rio Ave FC,23.6
2019-05-15,CS Marítimo,16.6
2019-05-15,FC Vizela,16.6
2019-05-15,Casa Pia AC,16.6
2019-05-15,FC Arouca,5.93
2019-05-15,GD Chaves,17.55
2019-05-15,SL Benfica B,19.93
2019-05-15,FC Porto B,21.33
2019-05-15,Moreirense FC,14.7
2019-05-15,Académico Viseu FC,4.5
2019-05-15,SC Farense,4.1
2019-05-15,CD Tondela,13.68
2019-05-15,CD Mafra,4.35
2019-05-15,UD Vilafranquense,4.35
2019-05-15,B SAD,13.55
2019-05-15,FC Penafiel,5.2
2019-05-15,SC União Torreense,5.2
2019-05-15,CD Nacional,12.55
2019-05-15,CD Trofense,12.55
2019-05-15,CD Feirense,12.7
2019-05-15,Leixões SC,5.05
2019-05-15,CF Estrela Amadora SAD,5.05
2019-05-15,SC Covilhã,4.6
2019-05-15,UD Oliveirense,4.6
2019-05-01,SL Benfica,319.0
2019-05-01,FC Porto,318.3
2019-05-01,Sporting CP,161.9
2019-05-01,SC Braga,94.05
2019-05-01,FC Famalicão,6.58
2019-05-01,Vitória Guimarães SC,36.15
2019-05-01,Gil Vicente FC,36.15
2019-05-01,FC Paços de Ferreira,8.85
2019-05-01,GD Estoril Praia,8.38
2019-05-01,CD Santa Clara,13.73
2019-05-01,Boavista FC,15.95
2019-05-01,Portimonense SC,20.5
2019-05-01,Rio Ave FC,23.6
2019-05-01,CS Marítimo,16.6
2019-05-01,FC Vizela,16.6
2019-05-01,Casa Pia AC,16.6
2019-05-01,FC Arouca,5.93
2019-05-01,GD Chaves,17.55
2019-05-01,SL Benfica B,19.93
2019-05-01,FC Porto B,21.83
2019-05-01,Moreirense FC,14.7
2019-05-01,Académico Viseu FC,4.4
2019-05-01,SC Farense,4.1
2019-05-01,CD Tondela,13.68
2019-05-01,CD Mafra,4.35
2019-05-01,UD Vilafranquense,4.35
2019-05-01,B SAD,13.65
2019-05-01,FC Penafiel,5.2
2019-05-01,SC União Torreense,5.2
2019-05-01,CD Nacional,12.55
2019-05-01,CD Trofense,12.55
2019-05-01,CD Feirense,12.7
2019-05-01,Leixões SC,5.05
2019-05-01,CF Estrela Amadora SAD,5.05
2019-05-01,SC Covilhã,4.6
2019-05-01,UD Oliveirense,4.6
2019-04-15,SL Benfica,319.0
2019-04-15,FC Porto,320.3
2019-04-15,Sporting CP,161.9
2019-04-15,SC Braga,94.05
2019-04-15,FC Famalicão,6.58
2019-04-15,Vitória Guimarães SC,36.15
2019-04-15,Gil Vicente FC,36.15
2019-04-15,FC Paços de Ferreira,8.85
2019-04-15,GD Estoril Praia,8.38
2019-04-15,CD Santa Clara,13.73
2019-04-15,Boavista FC,15.95
2019-04-15,Portimonense SC,20.5
2019-04-15,Rio Ave FC,23.6
2019-04-15,CS Marítimo,16.6
2019-04-15,FC Vizela,16.6
2019-04-15,Casa Pia AC,16.6
2019-04-15,FC Arouca,5.93
2019-04-15,GD Chaves,17.55
2019-04-15,SL Benfica B,19.93
2019-04-15,FC Porto B,21.83
2019-04-15,Moreirense FC,14.7
2019-04-15,Académico Viseu FC,4.4
2019-04-15,SC Farense,4.18
2019-04-15,CD Tondela,13.68
2019-04-15,CD Mafra,4.35
2019-04-15,UD Vilafranquense,4.35
2019-04-15,B SAD,13.9
2019-04-15,FC Penafiel,5.2
2019-04-15,SC União Torreense,5.2
2019-04-15,CD Nacional,12.55
2019-04-15,CD Trofense,12.55
2019-04-15,CD Feirense,12.7
2019-04-15,Leixões SC,5.05
2019-04-15,CF Estrela Amadora SAD,5.05
2019-04-15,SC Covilhã,4.6
2019-04-15,UD Oliveirense,4.6
2019-04-01,SL Benfica,318.0
2019-04-01,FC Porto,320.3
2019-04-01,Sporting CP,161.9
2019-04-01,SC Braga,94.05
2019-04-01,FC Famalicão,6.58
2019-04-01,Vitória Guimarães SC,36.15
2019-04-01,Gil Vicente FC,36.15
2019-04-01,FC Paços de Ferreira,8.85
2019-04-01,GD Estoril Praia,8.38
2019-04-01,CD Santa Clara,13.73
2019-04-01,Boavista FC,15.95
2019-04-01,Portimonense SC,20.5
2019-04-01,Rio Ave FC,23.6
2019-04-01,CS Marítimo,16.6
2019-04-01,FC Vizela,16.6
2019-04-01,Casa Pia AC,16.6
2019-04-01,FC Arouca,5.93
2019-04-01,GD Chaves,17.55
2019-04-01,SL Benfica B,11.93
2019-04-01,FC Porto B,23.33
2019-04-01,Moreirense FC,14.7
2019-04-01,Académico Viseu FC,4.4
2019-04-01,SC Farense,4.18
2019-04-01,CD Tondela,13.68
2019-04-01,CD Mafra,4.35
2019-04-01,UD Vilafranquense,4.35
2019-04-01,B SAD,13.9
2019-04-01,FC Penafiel,5.2
2019-04-01,SC União Torreense,5.2
2019-04-01,CD Nacional,12.55
2019-04-01,CD Trofense,12.55
2019-04-01,CD Feirense,12.7
2019-04-01,Leixões SC,5.05
2019-04-01,CF Estrela Amadora SAD,5.05
2019-04-01,SC Covilhã,4.6
2019-04-01,UD Oliveirense,4.6
2019-03-15,SL Benfica,277.0
2019-03-15,FC Porto,290.05
2019-03-15,Sporting CP,157.4
2019-03-15,SC Braga,92.05
2019-03-15,FC Famalicão,6.58
2019-03-15,Vitória Guimarães SC,36.15
2019-03-15,Gil Vicente FC,36.15
2019-03-15,FC Paços de Ferreira,8.85
2019-03-15,GD Estoril Praia,8.38
2019-03-15,CD Santa Clara,12.65
2019-03-15,Boavista FC,16.5
2019-03-15,Portimonense SC,20.4
2019-03-15,Rio Ave FC,24.6
2019-03-15,CS Marítimo,16.6
2019-03-15,FC Vizela,16.6
2019-03-15,Casa Pia AC,16.6
2019-03-15,FC Arouca,5.93
2019-03-15,GD Chaves,17.55
2019-03-15,SL Benfica B,11.93
2019-03-15,FC Porto B,25.33
2019-03-15,Moreirense FC,12.4
2019-03-15,Académico Viseu FC,4.4
2019-03-15,SC Farense,4.18
2019-03-15,CD Tondela,13.53
2019-03-15,CD Mafra,4.35
2019-03-15,UD Vilafranquense,4.35
2019-03-15,B SAD,13.5
2019-03-15,FC Penafiel,5.2
2019-03-15,SC União Torreense,5.2
2019-03-15,CD Nacional,12.55
2019-03-15,CD Trofense,12.55
2019-03-15,CD Feirense,12.7
2019-03-15,Leixões SC,5.15
2019-03-15,CF Estrela Amadora SAD,5.15
2019-03-15,SC Covilhã,4.6
2019-03-15,UD Oliveirense,4.6
2019-03-01,SL Benfica,277.0
2019-03-01,FC Porto,290.05
2019-03-01,Sporting CP,157.4
2019-03-01,SC Braga,92.05
2019-03-01,FC Famalicão,6.83
2019-03-01,Vitória Guimarães SC,36.15
2019-03-01,Gil Vicente FC,36.15
2019-03-01,FC Paços de Ferreira,8.85
2019-03-01,GD Estoril Praia,8.48
2019-03-01,CD Santa Clara,12.65
2019-03-01,Boavista FC,16.45
2019-03-01,Portimonense SC,20.4
2019-03-01,Rio Ave FC,24.6
2019-03-01,CS Marítimo,16.6
2019-03-01,FC Vizela,16.6
2019-03-01,Casa Pia AC,16.6
2019-03-01,FC Arouca,5.93
2019-03-01,GD Chaves,17.55
2019-03-01,SL Benfica B,11.93
2019-03-01,FC Porto B,25.33
2019-03-01,Moreirense FC,12.4
2019-03-01,Académico Viseu FC,4.4
2019-03-01,SC Farense,4.53
2019-03-01,CD Tondela,13.53
2019-03-01,CD Mafra,4.35
2019-03-01,UD Vilafranquense,4.35
2019-03-01,B SAD,13.5
2019-03-01,FC Penafiel,5.2
2019-03-01,SC União Torreense,5.2
2019-03-01,CD Nacional,12.55
2019-03-01,CD Trofense,12.55
2019-03-01,CD Feirense,12.7
2019-03-01,Leixões SC,5.15
2019-03-01,CF Estrela Amadora SAD,5.15
2019-03-01,SC Covilhã,4.6
2019-03-01,UD Oliveirense,4.6
2019-02-15,SL Benfica,277.0
2019-02-15,FC Porto,290.05
2019-02-15,Sporting CP,165.65
2019-02-15,SC Braga,92.05
2019-02-15,FC Famalicão,6.83
2019-02-15,Vitória Guimarães SC,36.15
2019-02-15,Gil Vicente FC,36.15
2019-02-15,FC Paços de Ferreira,8.85
2019-02-15,GD Estoril Praia,8.48
2019-02-15,CD Santa Clara,12.33
2019-02-15,Boavista FC,16.55
2019-02-15,Portimonense SC,20.4
2019-02-15,Rio Ave FC,24.6
2019-02-15,CS Marítimo,16.6
2019-02-15,FC Vizela,16.6
2019-02-15,Casa Pia AC,16.6
2019-02-15,FC Arouca,5.93
2019-02-15,GD Chaves,17.55
2019-02-15,SL Benfica B,11.93
2019-02-15,FC Porto B,25.33
2019-02-15,Moreirense FC,12.4
2019-02-15,Académico Viseu FC,4.4
2019-02-15,SC Farense,4.18
2019-02-15,CD Tondela,13.53
2019-02-15,CD Mafra,4.35
2019-02-15,UD Vilafranquense,4.35
2019-02-15,B SAD,14.1
2019-02-15,FC Penafiel,5.2
2019-02-15,SC União Torreense,5.2
2019-02-15,CD Nacional,12.55
2019-02-15,CD Trofense,12.55
2019-02-15,CD Feirense,12.7
2019-02-15,Leixões SC,5.15
2019-02-15,CF Estrela Amadora SAD,5.15
2019-02-15,SC Covilhã,4.6
2019-02-15,UD Oliveirense,4.6
2019-02-01,SL Benfica,263.0
2019-02-01,FC Porto,290.55
2019-02-01,Sporting CP,165.65
2019-02-01,SC Braga,92.05
2019-02-01,FC Famalicão,7.78
2019-02-01,Vitória Guimarães SC,35.8
2019-02-01,Gil Vicente FC,35.8
2019-02-01,FC Paços de Ferreira,9.6
2019-02-01,GD Estoril Praia,9.43
2019-02-01,CD Santa Clara,12.33
2019-02-01,Boavista FC,16.55
2019-02-01,Portimonense SC,37.9
2019-02-01,Rio Ave FC,25.85
2019-02-01,CS Marítimo,16.7
2019-02-01,FC Vizela,16.7
2019-02-01,Casa Pia AC,16.7
2019-02-01,FC Arouca,9.1
2019-02-01,GD Chaves,17.55
2019-02-01,SL Benfica B,12.75
2019-02-01,FC Porto B,18.45
2019-02-01,Moreirense FC,11.95
2019-02-01,Académico Viseu FC,3.45
2019-02-01,SC Farense,3.38
2019-02-01,CD Tondela,13.53
2019-02-01,CD Mafra,2.93
2019-02-01,UD Vilafranquense,2.93
2019-02-01,B SAD,14.25
2019-02-01,FC Penafiel,5.6
2019-02-01,SC União Torreense,5.6
2019-02-01,CD Nacional,12.55
2019-02-01,CD Trofense,12.55
2019-02-01,CD Feirense,12.15
2019-02-01,Leixões SC,5.3
2019-02-01,CF Estrela Amadora SAD,5.3
2019-02-01,SC Covilhã,3.13
2019-02-01,UD Oliveirense,4.23
2019-01-15,SL Benfica,285.2
2019-01-15,FC Porto,309.3
2019-01-15,Sporting CP,175.3
2019-01-15,SC Braga,92.05
2019-01-15,FC Famalicão,7.35
2019-01-15,Vitória Guimarães SC,40.25
2019-01-15,Gil Vicente FC,40.25
2019-01-15,FC Paços de Ferreira,9.3
